11700 0
11705.09 0
11710.179 0
11715.269 0
11720.358 0
11725.448 0
11730.537 0
11735.627 0
11740.716 0
11745.806 0
11750.895 0
11755.985 0
11761.074 0
11766.164 0
11771.253 0
11776.343 0
11781.432 0
11786.522 0
11791.611 0
11796.701 0
11801.79 0
11806.88 0
11811.969 0
11817.059 0
11822.148 0
11827.238 0
11832.327 0
11837.417 0
11842.507 0
11847.596 0
11852.686 0
11857.775 0
11862.865 0
11867.954 0
11873.044 0
11878.133 0
11883.223 0
11888.312 0
11893.402 0
11898.491 0
11903.581 0
11908.67 0
11913.76 0
11918.849 0
11923.939 0
11929.028 0
11934.118 0
11939.207 0
11944.297 0
11949.386 0
11954.476 0
11959.565 0
11964.655 0
11969.744 0
11974.834 0
11979.924 0
11985.013 0
11990.103 0
11995.192 0
12000.282 0
12005.371 0
12010.461 0
12015.55 3.3522808e-05
12020.64 0.00047146687
12025.729 0.0015806527
12030.819 0.0034297638
12035.908 0.006007234
12040.998 0.0091561072
12046.087 0.013200392
12051.177 0.018903137
12056.266 0.027406601
12061.356 0.039428669
12066.445 0.055037829
12071.535 0.07506334
12076.624 0.096255766
12081.714 0.12158978
12086.803 0.15100152
12091.893 0.18447079
12096.982 0.22375014
12102.072 0.26101953
12107.161 0.29953351
12112.251 0.33822636
12117.341 0.37433712
12122.43 0.40827303
12127.52 0.43407258
12132.609 0.44984977
12137.699 0.45587168
12142.788 0.45375895
12147.878 0.44442008
12152.967 0.4285254
12158.057 0.4077065
12163.146 0.38193897
12168.236 0.35218138
12173.325 0.32303711
12178.415 0.29712394
12183.504 0.27688051
12188.594 0.26241183
12193.683 0.25044928
12198.773 0.24083641
12203.862 0.23478659
12208.952 0.23302432
12214.041 0.23813572
12219.131 0.25017011
12224.22 0.26757164
12229.31 0.29059168
12234.399 0.32332825
12239.489 0.36513834
12244.578 0.41359537
12249.668 0.47584887
12254.758 0.54993806
12259.847 0.63523484
12264.937 0.73180394
12270.026 0.8435057
12275.116 0.97811474
12280.205 1.131132
12285.295 1.2970101
12290.384 1.4508251
12295.474 1.5782155
12300.563 1.6720813
12305.653 1.727338
12310.742 1.7414353
12315.832 1.7140588
12320.921 1.6538683
12326.011 1.5728701
12331.1 1.4677188
12336.19 1.3458755
12341.279 1.2164805
12346.369 1.0945451
12351.458 0.99623501
12356.548 0.9212514
12361.637 0.86503861
12366.727 0.8235041
12371.816 0.7914686
12376.906 0.77318394
12381.995 0.76578498
12387.085 0.76793915
12392.175 0.7846463
12397.264 0.81493598
12402.354 0.85709696
12407.443 0.9059082
12412.533 0.95932446
12417.622 1.0132706
12422.712 1.0608546
12427.801 1.1003456
12432.891 1.1279425
12437.98 1.13982
12443.07 1.1407232
12448.159 1.1320837
12453.249 1.1177833
12458.338 1.1023097
12463.428 1.0870755
12468.517 1.0726303
12473.607 1.0599152
12478.696 1.048039
12483.786 1.0357857
12488.875 1.0226016
12493.965 1.0060763
12499.054 0.98261448
12504.144 0.95419427
12509.233 0.92358508
12514.323 0.89314938
12519.412 0.86367128
12524.502 0.83377839
12529.592 0.80587707
12534.681 0.77623926
12539.771 0.74409108
12544.86 0.71102766
12549.95 0.6741407
12555.039 0.63888031
12560.129 0.60929374
12565.218 0.58341324
12570.308 0.55922613
12575.397 0.53522951
12580.487 0.5128848
12585.576 0.49382965
12590.666 0.47840022
12595.755 0.46592192
12600.845 0.45468226
12605.934 0.44415606
12611.024 0.43436024
12616.113 0.42532578
12621.203 0.41718011
12626.292 0.41005554
12631.382 0.40371015
12636.471 0.39755524
12641.561 0.39100211
12646.65 0.3839321
12651.74 0.37631645
12656.829 0.36827808
12661.919 0.36051233
12667.008 0.35327527
12672.098 0.34653358
12677.188 0.34010639
12682.277 0.33312347
12687.367 0.32526983
12692.456 0.31728416
12697.546 0.30961015
12702.635 0.30250385
12707.725 0.29374216
12712.814 0.28440448
12717.904 0.27458385
12722.993 0.26464184
12728.083 0.25681498
12733.172 0.24903929
12738.262 0.24069122
12743.351 0.23206316
12748.441 0.22373137
12753.53 0.21620835
12758.62 0.20967508
12763.709 0.20361365
12768.799 0.19732993
12773.888 0.19057575
12778.978 0.18348383
12784.067 0.17650711
12789.157 0.17003536
12794.246 0.16408173
12799.336 0.15861862
12804.425 0.15337372
12809.515 0.14801351
12814.605 0.14222295
12819.694 0.13655704
12824.784 0.13154875
12829.873 0.12741954
12834.963 0.12444961
12840.052 0.1221147
12845.142 0.11996342
12850.231 0.11791369
12855.321 0.1158707
12860.41 0.11373902
12865.5 0.11151948
12870.589 0.10936155
12875.679 0.10735937
12880.768 0.10548109
12885.858 0.10352871
12890.947 0.10134937
12896.037 0.098920274
12901.126 0.09627804
12906.216 0.093407417
12911.305 0.09027325
12916.395 0.087118767
12921.484 0.084304204
12926.574 0.082029234
12931.663 0.080316789
12936.753 0.0787176
12941.842 0.076527705
12946.932 0.073800256
12952.022 0.071160547
12957.111 0.068964263
12962.201 0.067600119
12967.29 0.066909226
12972.38 0.066195992
12977.469 0.065286002
12982.559 0.064325278
12987.648 0.063527299
12992.738 0.063021965
12997.827 0.062840773
13002.917 0.062838603
13008.006 0.062838603
13013.096 0.062838603
13018.185 0.062838603
13023.275 0.062838603
13028.364 0.062838603
13033.454 0.062838603
13038.543 0.062838603
13043.633 0.062838603
13048.722 0.062838603
13053.812 0.062838603
13058.901 0.062838603
13063.991 0.062838603
13069.08 0.062838603
13074.17 0.062838603
13079.259 0.062838603
13084.349 0.062838603
13089.439 0.062838603
13094.528 0.062838603
13099.618 0.062838603
13104.707 0.062838603
13109.797 0.062838603
13114.886 0.062838603
13119.976 0.062838603
13125.065 0.062838603
