0 11700.000000 0.003338 0.002602 -0.003006
0 11705.089659 0.003387 0.002637 -0.003052
0 11710.179318 0.003437 0.002673 -0.003101
0 11715.268976 0.003489 0.002710 -0.003150
0 11720.358635 0.003542 0.002747 -0.003202
0 11725.448294 0.003596 0.002786 -0.003253
0 11730.537953 0.003651 0.002825 -0.003306
0 11735.627612 0.003709 0.002866 -0.003360
0 11740.717271 0.003767 0.002907 -0.003416
0 11745.806929 0.003827 0.002949 -0.003473
0 11750.896588 0.003888 0.002992 -0.003532
0 11755.986247 0.003951 0.003036 -0.003591
0 11761.075906 0.004016 0.003081 -0.003653
0 11766.165565 0.004083 0.003128 -0.003715
0 11771.255223 0.004151 0.003175 -0.003781
0 11776.344882 0.004221 0.003224 -0.003846
0 11781.434541 0.004293 0.003274 -0.003915
0 11786.524200 0.004368 0.003326 -0.003984
0 11791.613859 0.004444 0.003378 -0.004056
0 11796.703517 0.004523 0.003432 -0.004128
0 11801.793176 0.004604 0.003487 -0.004205
0 11806.882835 0.004687 0.003545 -0.004281
0 11811.972494 0.004773 0.003603 -0.004361
0 11817.062153 0.004862 0.003663 -0.004442
0 11822.151812 0.004953 0.003725 -0.004526
0 11827.241470 0.005047 0.003789 -0.004611
0 11832.331129 0.005144 0.003854 -0.004701
0 11837.420788 0.005245 0.003921 -0.004790
0 11842.510447 0.005348 0.003990 -0.004885
0 11847.600106 0.005456 0.004062 -0.004979
0 11852.689764 0.005567 0.004135 -0.005079
0 11857.779423 0.005682 0.004212 -0.005178
0 11862.869082 0.005800 0.004290 -0.005284
0 11867.958741 0.005924 0.004371 -0.005389
0 11873.048400 0.006051 0.004454 -0.005501
0 11878.138058 0.006184 0.004541 -0.005612
0 11883.227717 0.006321 0.004629 -0.005730
0 11888.317376 0.006464 0.004722 -0.005847
0 11893.407035 0.006612 0.004817 -0.005972
0 11898.496694 0.006767 0.004916 -0.006096
0 11903.586353 0.006927 0.005018 -0.006228
0 11908.676011 0.007096 0.005125 -0.006359
0 11913.765670 0.007270 0.005235 -0.006497
0 11918.855329 0.007453 0.005350 -0.006635
0 11923.944988 0.007643 0.005468 -0.006781
0 11929.034647 0.007844 0.005593 -0.006926
0 11934.124305 0.008052 0.005721 -0.007079
0 11939.213964 0.008272 0.005856 -0.007231
0 11944.303623 0.008501 0.005995 -0.007391
0 11949.393282 0.008744 0.006142 -0.007549
0 11954.482941 0.008998 0.006295 -0.007716
0 11959.572599 0.009268 0.006455 -0.007878
0 11964.662258 0.009551 0.006622 -0.008049
0 11969.751917 0.009854 0.006799 -0.008215
0 11974.841576 0.010173 0.006983 -0.008387
0 11979.931235 0.010515 0.007179 -0.008551
0 11985.020894 0.010878 0.007384 -0.008719
0 11990.110552 0.011270 0.007602 -0.008873
0 11995.200211 0.011690 0.007833 -0.009026
0 12000.289870 0.012150 0.008079 -0.009154
0 12005.379529 0.012651 0.008343 -0.009265
0 12010.469188 0.013215 0.008628 -0.009323
0 12015.558846 0.013865 0.008944 -0.009307
0 12020.648505 0.014665 0.009303 -0.009114
0 12025.738164 0.015838 0.009771 -0.008444
0 12030.827823 0.017502 0.010334 -0.007087
0 12035.917482 0.018838 0.010824 -0.006219
0 12041.007141 0.020021 0.011501 -0.005701
0 12046.096799 0.021061 0.011950 -0.005420
0 12051.186458 0.022412 0.012438 -0.004718
0 12056.276117 0.024997 0.013354 -0.002243
0 12061.365776 0.027483 0.014453 -0.000053
0 12066.455435 0.031217 0.015768 0.003943
0 12071.545093 0.036286 0.017784 0.009895
0 12076.634752 0.041756 0.020029 0.016387
0 12081.724411 0.049636 0.022163 0.026430
0 12086.814070 0.059355 0.024449 0.039279
0 12091.903729 0.067123 0.025454 0.049401
0 12096.993387 0.078033 0.026912 0.064714
0 12102.083046 0.091923 0.030345 0.084024
0 12107.172705 0.101672 0.033342 0.096386
0 12112.262364 0.120605 0.038512 0.123268
0 12117.352023 0.149305 0.045176 0.165776
0 12122.441682 0.176787 0.050884 0.205010
0 12127.531340 0.202671 0.054607 0.241528
0 12132.620999 0.233374 0.061671 0.289473
0 12137.710658 0.263365 0.069449 0.334495
0 12142.800317 0.288947 0.075761 0.370674
0 12147.889976 0.316123 0.081239 0.410628
0 12152.979634 0.341677 0.083874 0.445903
0 12158.069293 0.377097 0.089843 0.492632
0 12163.158952 0.403084 0.092222 0.518219
0 12168.248611 0.428705 0.093450 0.546808
0 12173.338270 0.454508 0.090610 0.575995
0 12178.427928 0.467398 0.085150 0.575275
